Text,Sentiment,cleaned_text
"SII Sold 1/4 position at 2.09 today..wanted to lighten up on stocks going into the uncertainty this week, its still my largest holding",1,sii sold 14 position at 2.09 today..wanted to lighten up on stocks going into the uncertainty this week its still my largest holding
AAP OK all the bears out of the pool!,1,aap ok all the bears out of the pool
AW eod trade catch the shorts long here 2.18+,1,aw eod trade catch the shorts long here 2.18
AMN BY AY FCX ABX GOO and GDX GDXJ GDX GGGG GT are near lows with nice entry points on GD SV exposure some pay SDIV,1,amn by ay fcx abx goo and gdx gdxj gdx gggg gt are near lows with nice entry points on gd sv exposure some pay sdiv
user: ZNGA 3 reports that NJ has signed the Online Gaming Bill...    ,1,user znga 3 reports that nj has signed the online gaming bill...
SVM has come down approx50% SV prices may swing Straddle options H SVC SI miners to gain exposure of the SV DSV to HDGE,1,svm has come down approx50% sv prices may swing straddle options h svc si miners to gain exposure of the sv dsv to hdge
ZNGA Zynga closes Timonium video game studio in broader consolidation Feb 26 at 17:38 - Ticking up in the post =  ong: ZNGA,1,znga zynga closes timonium video game studio in broader consolidation feb 26 at 1738 ticking up in the post ong znga
PZZA sold off big on high volume  the close.Then they announce a restatement.Market rigged??NAHHH!  ,-1,pzza sold off big on high volume the close.then they announce a restatement.market riggednahhh
"MON SI declining, downward trend, 98 support weakening, 8 & 20 DMA curling down. 96 is next.  ",-1,mon si declining downward trend 98 support weakening 8 20 dma curling down. 96 is next.
AVY Over 92.66  ,1,avy over 92.66
EV over  40.72  ,1,ev over 40.72
EXH  Over 24.90  ,1,exh over 24.90
STZ Over 45.00  ,1,stz over 45.00
AAP don't be surprise if #apple go much lower #done and I mean much lower and done,-1,aap dont be surprise if apple go much lower done and i mean much lower and done
NFX   175.39 sell short,-1,nfx 175.39 sell short
AAP Apple Support Further Below by user Below  ,-1,aap apple support further below by user below
NIS time to run higher. Breaked the descending line  ,1,nis time to run higher. breaked the descending line
Trade Ideas  TIF PSN O F-short  ,1,trade ideas tif psn o fshort
APA perfected DeMark sequential 9 buy today..started a long yesterday.  ,1,apa perfected demark sequential 9 buy today..started a long yesterday.
GMC watching 30 O flag   ,1,gmc watching 30 o flag
HBAN Huntington Bank aunches Spartans Debit Card for Michigan State niversity Fans. ong if beats 6.92. Stop loss 6.86.,1,hban huntington bank aunches spartans debit card for michigan state niversity fans. ong if beats 6.92. stop loss 6.86.
Transports moving pretty strongly this morning JBHT KS NP AGT,1,transports moving pretty strongly this morning jbht ks np agt
BAC Home SAles Out VEY GOOD !!!! :)  ,1,bac home sales out vey good
AAP I would prefer if it hit the bottom early then started the long climb up...,1,aap i would prefer if it hit the bottom early then started the long climb up...
AAP (65mins) Evening star reversal with potential downtrend resistance   ,-1,aap 65mins evening star reversal with potential downtrend resistance
"overall market up,  AAP going down.. GOOG is about to pop 800 again",1,overall market up aap going down.. goog is about to pop 800 again
"Southern Comfort is tasty! OOPS, I mean SCCO and JJC   ",1,southern comfort is tasty oops i mean scco and jjc
"user iSwing I like AN, FS here.. different sectors but looking good",1,user iswing i like an fs here.. different sectors but looking good
NKD just delivered the knockout punch to the shorts still fighting this beast  ,1,nkd just delivered the knockout punch to the shorts still fighting this beast
DDD let's see if we can break through 36.50 and hold today - former resistance level,1,ddd lets see if we can break through 36.50 and hold today former resistance level
"AAP innovation is dead? What about the best selling computer, iPad mini, released on 10/23/2012.  iWatch? iTV?",1,aap innovation is dead what about the best selling computer ipad mini released on 10232012. iwatch itv
bought some C today.,1,bought some c today.
"AAP has only historically released a significant new product every 2-3 yrs. iPod 11/10/01, iPhone 6/29/07, iPad 4/3/10, iPad mini 10/23/12",1,aap has only historically released a significant new product every 23 yrs. ipod 111001 iphone 62907 ipad 4310 ipad mini 102312
CAT being a major thorn in my side today. Me being short that is.,-1,cat being a major thorn in my side today. me being short that is.
user: TJX stop loss in 43.91 after beating 44.27,1,user tjx stop loss in 43.91 after beating 44.27
X nited States Steel Corp. option traders bet 670K on a 4.5% up move by May Expiration  ,1,x nited states steel corp. option traders bet 670k on a 4.5% up move by may expiration
V is looking better for a swing trade long as it bases at highs  ,1,v is looking better for a swing trade long as it bases at highs
CF 30 min O triggered earlier.   ,1,cf 30 min o triggered earlier.
"AAP in some 480 calls into Timmy Cooks investor meeting, for .42...",1,aap in some 480 calls into timmy cooks investor meeting for .42...
PCN further bookings acceleration could drive multiple expansion going forward  ,1,pcn further bookings acceleration could drive multiple expansion going forward
user znga wanna see the 10 day ema cross the 200 SMA for confirmation & entry for a trade,1,user znga wanna see the 10 day ema cross the 200 sma for confirmation entry for a trade
Equity Alpha: QCOM long watch. New chips and Internet Everywhere appealing. B/O  65.70 Tgt 67.50   ,1,equity alpha qcom long watch. new chips and internet everywhere appealing. bo 65.70 tgt 67.50
watching CME today for possible breakout,1,watching cme today for possible breakout
VBD may be about move back up  ,1,vbd may be about move back up
"SPW First Solar Showing Signs of Fatigue.  SunPower Yes, First Solar No.  ",1,spw first solar showing signs of fatigue. sunpower yes first solar no.
FIO reversal,1,fio reversal
I like H here.,1,i like h here.
TJX stop loss in 44.04 after beating 44.43,1,tjx stop loss in 44.04 after beating 44.43
AAP Massive volume there,1,aap massive volume there
EA is breaking out.  ,1,ea is breaking out.
AAP this right here is why I hate stops,-1,aap this right here is why i hate stops
TSO - I see this one mentioned on the Matrix a lot today. I see why. Nice flag and 20 ema bounce  ,1,tso i see this one mentioned on the matrix a lot today. i see why. nice flag and 20 ema bounce
"user: New Jersey, Nevada egalize Online Gambling, Good News For Zynga  ZNGA",1,user new jersey nevada egalize online gambling good news for zynga znga
TXN from watch list back up to line on volume of 45% of full day  average  ,1,txn from watch list back up to line on volume of 45% of full day average
GEVO Gevo: An ndervalued Spec Play With arge Short Interest And Trading Below Cash Value  ,1,gevo gevo an ndervalued spec play with arge short interest and trading below cash value
"user:  Somebody explain to me why, AAP has user on its board? Best snake oil salesman in the world went from 2M-500M 10 yrs",1,user somebody explain to me why aap has user on its board best snake oil salesman in the world went from 2m500m 10 yrs
user: CAPES  on Bloomberg says permanent holder of AAP -  What am I missing? they bought 10 and return 100% on div yr/yr,1,user capes on bloomberg says permanent holder of aap what am i missing they bought 10 and return 100% on div yryr
user Bi-furcated market rules the day . . .my friend MS WMT TGT DT PP ,-1,user bifurcated market rules the day . . .my friend ms wmt tgt dt pp
AAP has AWAYS ignored what Wall Street wanted. Nobody complained when the stock was going up.,1,aap has aways ignored what wall street wanted. nobody complained when the stock was going up.
MPC Marathon Petroleum Option traders bet 2.4 million on a 21% up move by July for a 8 million dollar payday  ,1,mpc marathon petroleum option traders bet 2.4 million on a 21% up move by july for a 8 million dollar payday
AAP  sure likes 444,1,aap sure likes 444
AAP seems pressured to fill the gap in the 430-431 area,-1,aap seems pressured to fill the gap in the 430431 area
user: TJX stop loss in 44.34 after beating 44.59,1,user tjx stop loss in 44.34 after beating 44.59
ove the price action so far considering the tensions out there and volatility... GOOG and NKD strutting (long),1,ove the price action so far considering the tensions out there and volatility... goog and nkd strutting long
AEG 30 min O and 1 overlaid 20 ema cruising higher   ,1,aeg 30 min o and 1 overlaid 20 ema cruising higher
I want to sell my NKD so i am just chatting about it instead and reverse jinxing myself ...it just feels like 200 is in it,1,i want to sell my nkd so i am just chatting about it instead and reverse jinxing myself ...it just feels like 200 is in it
HBAN Huntington Bank stop loss in 6.96 ater beating 7.03,1,hban huntington bank stop loss in 6.96 ater beating 7.03
VZ not even flinching .... the new utility of choice!!!!!,1,vz not even flinching .... the new utility of choice
"While the world was waiting for Apple to remake the television industry, Netflix beat them to the punch. AAP NFX",1,while the world was waiting for apple to remake the television industry netflix beat them to the punch. aap nfx
user: AAP will finish green as I predicted .... I agree,1,user aap will finish green as i predicted .... i agree
SPW 60 min  ,1,spw 60 min
CEE - user out did himself overbought 60 now   ,1,cee user out did himself overbought 60 now
user: GOOG and AAP are really showing off... They both look like male peacocks here. AAP with 10X volume 2X market cap,1,user goog and aap are really showing off... they both look like male peacocks here. aap with 10x volume 2x market cap
CEE 30 min O updated - nice trigger early on 11:15AM   ,1,cee 30 min o updated nice trigger early on 1115am
user: AAP Did I miss something? Is there an actual reason for this movement? downdraft,1,user aap did i miss something is there an actual reason for this movement downdraft
"Waiting for the big rotation, when profit takers get out of Vapour~ware and back into AAP  and it's DIV, high EPS and low P/E",1,waiting for the big rotation when profit takers get out of vapourware and back into aap and its div high eps and low pe
